********************************
1. MODE
********************************
mode	cnum	inum
大…毕…	2	大功毕成,大学毕业
荆…之…	2	荆山之玉,荆棘之刃
监…机…	2	监察机关,监督机制
好…连…	2	好事连连,好戏连台
年…最…	2	年度最佳,年龄最大
高…建…	2	高层建筑,高屋建瓴
进…之…	2	进履之书,进身之阶
蹈…赴…	2	蹈汤赴火,蹈火赴汤
发…变…	2	发狂变死,发迹变泰
蔽…塞…	2	蔽明塞聪,蔽聪塞明
去…归…	2	去末归本,去邪归正
众…昭…	2	众人昭昭,众目昭彰
视…若…	2	视有若无,视险若夷
以…灭…	2	以义灭身,以公灭私
代…代…	2	代扣代缴,代拆代行
风…万…	2	风云万变,风情万种
一…国…	2	一个国家,一代国色
传…电…	2	传呼电话,传真电报
中…时…	2	中国时报,中学时代
深…领…	2	深刻领会,深渊领主
成…之…	2	成风之斫,成童之年
谈…如…	2	谈吐如流,谈辞如云
瓦…塔…	2	瓦拉塔兹,瓦斯塔格
煦…孑…	2	煦仁孑义,煦煦孑孑
乔…假…	2	乔文假醋,乔装假扮
太…太…	2	太子太保,太皇太后
吴…越…	2	吴娃越艳,吴根越角
乐…乐…	2	乐山乐水,乐水乐山
调…模…	2	调度模块,调试模型
徐…半…	2	徐妃半面,徐娘半老
抽…换…	2	抽梁换柱,抽胎换骨
语…词…	2	语义词典,语近词冗
栋…崩…	2	栋梁崩坏,栋榱崩折
推…作…	2	推涛作浪,推聋作哑
苟…一…	2	苟安一隅,苟延一息
流…时…	2	流行时尚,流过时间
材…德…	2	材轻德薄,材雄德茂
等…运…	2	等价运算,等速运动
周…济…	2	周急济贫,周贫济老
良…良…	2	良相良医,良知良能
鸣…食…	2	鸣野食苹,鸣钟食鼎
指…点…	2	指手点脚,指指点点
中…委…	2	中央委员,中纪委驻
人…流…	2	人工流产,人禽流感
玛…斯…	2	玛克斯顿,玛纳斯县
心…嘴…	2	心巧嘴乖,心直嘴快
范…里…	2	范克里夫,范德里普
调…学…	2	调动学生,调嘴学舌
剪…除…	2	剪恶除奸,剪草除根
守…之…	2	守卫之谷,守死之志
抑…不…	2	抑制不住,抑郁不平
总…不…	2	总忘不了,总是不能
肝…欲…	2	肝肠欲断,肝胆欲碎
超…轶…	2	超前轶后,超群轶类
叠…连…	2	叠二连三,叠阁连楼
摇…掉…	2	摇嘴掉舌,摇头掉尾
精…百…	2	精神百倍,精金百炼
寻…逐…	2	寻流逐末,寻行逐队
自…以…	2	自古以来,自今以往
自…向…	2	自底向上,自顶向下
范…之…	2	范围之内,范张之志
侃…正…	2	侃侃正论,侃然正色
燕…于…	2	燕巢于幕,燕燕于归
传…送…	2	传杯送盏,传经送宝
我…子…	2	我负子戴,我黼子佩
杳…黄…	2	杳如黄鹤,杳然黄鹄
翻…搅…	2	翻江搅海,翻肠搅肚
物…基…	2	物流基地,物质基础
麟…凤…	2	麟子凤雏,麟肝凤髓
苦…哀…	2	苦竹哀丝,苦苦哀求
借…使…	2	借篷使风,借风使船
钢…护…	2	钢钉护腕,钢条护甲
空…设…	2	空调设备,空间设计
调…作…	2	调度作业,调节作用
暗…明…	2	暗察明访,暗箭明枪
出…人…	2	出入人罪,出国人员
玉…银…	2	玉兔银蟾,玉楼银海
文…生…	2	文章生成,文化生活
举…一…	2	举国一致,举扇一撝
废…任…	2	废文任武,废耳任目
现…流…	2	现在流行,现金流量
文…主…	2	文牍主义,文章主题
越…秦…	2	越瘠秦视,越瘦秦肥
死…契…	2	死亡契约,死生契阔
炰…烹…	2	炰凤烹龙,炰龙烹凤
升…入…	2	升堂入室,升天入地
甘…美…	2	甘言美语,甘食美衣
斗…一…	2	斗南一人,斗绝一隅
面…全…	2	面向全国,面目全非
風…草…	2	風兵草甲,風吹草動
民…所…	2	民心所向,民望所归
生…农…	2	生态农业,生物农药
奥…迪…	2	奥林迪雅,奥雷迪尔
难…之…	2	难解之谜,难素之学
群…之…	2	群力之靴,群枉之门
论…经…	2	论坛经典,论道经邦
肃…之…	2	肃慎之矢,肃杀之气
铜…重…	2	铜盘重肉,铜质重剑
二…四…	2	二并四具,二尺四寸
联…排…	2	联机排错,联赛排序
贯…之…	2	贯月之辰,贯虱之技
故…情…	2	故事情节,故剑情深
咭…呱…	2	咭咧呱啦,咭咭呱呱
携…带…	2	携儿带女,携家带口
咸…一…	2	咸有一德,咸阳一炬
尤…斯…	2	尤奈斯库,尤甘斯克
衆…攒…	2	衆星攒月,衆虎攒羊
电…行…	2	电脑行情,电火行空
花…粉…	2	花林粉阵,花钱粉钞
不…可…	2	不卜可知,不置可否
可…电…	2	可变电容,可视电话
冷…清…	2	冷冷清清,冷灶清锅
五…之…	2	五季之酷,五车之书
奈…利…	2	奈及利亚,奈法利安
木…水…	2	木刻水印,木本水源
制…之…	2	制胜之道,制裁之锤
医…医…	2	医国医民,医民医国
超…水…	2	超流水线,超级水晶
分…必…	2	分久必合,分秒必争
发…奸…	2	发摘奸隐,发擿奸伏
全…公…	2	全国公安,全秉公心
多…繁…	2	多如繁星,多言繁称
中…平…	2	中国平安,中文平台
山…护…	2	山地护肩,山阴护腕
遗…弃…	2	遗珠弃璧,遗簪弃舄
重…飞…	2	重型飞刀,重楼飞阁
量…度…	2	量力度德,量时度力
深…长…	2	深山长谷,深思长计
日…以…	2	日亲以察,日子以来
村…俗…	2	村夫俗子,村筋俗骨
美…美…	2	美奂美轮,美轮美奂
轻…缓…	2	轻敲缓击,轻重缓急
逞…鬭…	2	逞妍鬭色,逞娇鬭媚
才…卓…	2	才旦卓玛,才艺卓绝
以…欺…	2	以大欺小,以强欺弱
凄…楚…	2	凄凄楚楚,凄风楚雨
瞎…八…	2	瞎吵八嚷,瞎说八道
痛…心…	2	痛贯心膂,痛切心骨
看…成…	2	看朱成碧,看碧成朱
质…价…	2	质优价廉,质次价高
中…空…	2	中国空军,中央空调
怡…悦…	2	怡情悦性,怡颜悦色
悲…之…	2	悲哀之杖,悲翼之地
奥…利…	2	奥地利人,奥德利克
临…失…	2	临崖失马,临期失误
上…文…	2	上传文件,上海文艺
焰…护…	2	焰心护臂,焰纹护腕
心…重…	2	心事重重,心腹重患
其…有…	2	其所有权,其来有自
得…望…	2	得一望十,得陇望蜀
煮…焚…	2	煮粥焚须,煮鹤焚琴
翻…复…	2	翻天复地,翻来复去
二…交…	2	二层交换,二手交易
兼…无…	2	兼爱无私,兼覆无遗
中…对…	2	中国对外,中英对照
斯…之…	2	斯干之梦,斯须之报
撑…拄…	2	撑天拄地,撑门拄户
八…六…	2	八十六章,八观六验
大…国…	2	大型国企,大相国寺
蹈…習…	2	蹈常習故,蹈故習常
邪…护…	2	邪恶护甲,邪神护腿
功…主…	2	功利主义,功能主治
强…猛…	2	强兵猛将,强化猛击
无…奉…	2	无可奉告,无私奉献
本…末…	2	本深末茂,本盛末荣
青…文…	2	青春文学,青牛文梓
小…之…	2	小鸡之怒,小康之家
大…弥…	2	大夜弥天,大渐弥留
忙…不…	2	忙个不停,忙而不乱
选…任…	2	选拔任用,选贤任能
大…雄…	2	大势雄兵,大略雄才
商…会…	2	商会会长,商务会议
引…成…	2	引日成岁,引领成劳
鼓…而…	2	鼓腹而游,鼓盆而歌
坐…廪…	2	坐糜廪粟,坐靡廪饩
巴…布…	2	巴克布雷,巴纳布斯
万…一…	2	万里一息,万死一生
亡…之…	2	亡命之徒,亡羊之叹
刑…不…	2	刑措不用,刑罚不中
可…分…	2	可以分为,可变分区
趋…之…	2	趋人之急,趋庭之教
中…南…	2	中国南方,中山南路
勇…战…	2	勇士战甲,勇气战靴
黄…文…	2	黄色文学,黄金文明
老…无…	2	老大无成,老朽无能
贪…慕…	2	贪财慕势,贪荣慕利
黑…威…	2	黑暗威胁,黑衣威利
蛇…心…	2	蛇蝎心肠,蛇钻心病
参…两…	2	参众两院,参天两地
愣…磕…	2	愣头磕脑,愣愣磕磕
恩…爱…	2	恩恩爱爱,恩深爱重
高…厚…	2	高台厚榭,高天厚地
品…评…	2	品头评足,品红评绿
明…照…	2	明星照片,明镜照形
非…是…	2	非昔是今,非长是短
夜…之…	2	夜色之刃,夜龙之息
艾…莉…	2	艾莫莉丝,艾蕾莉亚
投…热…	2	投诉热线,投资热点
高…高…	2	高举高打,高职高专
按…提…	2	按序提交,按照提示
布…塔…	2	布列塔尼,布隆塔斯
蛇…之…	2	蛇蝎之矢,蛇雀之报
圣…神…	2	圣子神孙,圣母神皇
兵…神…	2	兵上神密,兵贵神速
比…不…	2	比上不足,比众不同
文…古…	2	文明古国,文物古迹
小…生…	2	小康生活,小本生意
刻…裁…	2	刻翠裁红,刻雾裁风
天…神…	2	天兵神将,天地神明
内…不…	2	内存不足,内省不疚
旋…旋…	2	旋得旋失,旋生旋灭
百…争…	2	百家争鸣,百舸争流
手…心…	2	手滑心慈,手追心慕
神…中…	2	神仙中人,神经中枢
龙…风…	2	龙卷风暴,龙虎风云
无…损…	2	无形损耗,无所损益
自…动…	2	自己动手,自选动作
鹰…之…	2	鹰爪之击,鹰头之蝇
横…无…	2	横蛮无理,横行无忌
旧…宿…	2	旧仇宿怨,旧爱宿恩
鹰…长…	2	鹰击长空,鹰角长弓
力…胜…	2	力不胜任,力能胜贫
倾…尽…	2	倾家尽产,倾心尽力
感…动…	2	感天动地,感心动耳
中…职…	2	中等职业,中级职称
保…自…	2	保固自守,保护自己
路…行…	2	路上行人,路旁行李
公…合…	2	公私合营,公司合并
行…主…	2	行为主体,行政主管
气…如…	2	气涌如山,气势如虹
説…论…	2	説短论长,説长论短
逐…逐…	2	逐句逐字,逐字逐句
莫…高…	2	莫克高顿,莫测高深
所…所…	2	所作所为,所见所闻
并…之…	2	并介之人,并头之花
卓…大…	2	卓兰大陆,卓荦大者
枉…虚…	2	枉勘虚招,枉担虚名
貌…神…	2	貌合神离,貌离神合
虚…主…	2	虚拟主机,虚无主义
基…利…	2	基准利率,基姆利雅
福…康…	2	福寿康宁,福田康夫
忌…之…	2	忌前之癖,忌讳之禁
独…自…	2	独善自养,独立自主
手…支…	2	手机支付,手板支颐
全…会…	2	全体会议,全国会计
社…生…	2	社会生活,社稷生民
申…无…	2	申祸无良,申诉无门
丰…盛…	2	丰功盛烈,丰容盛鬋
土…之…	2	土木之变,土灵之杖
狗…狗…	2	狗头狗脑,狗心狗行
穷…绝…	2	穷崖绝谷,穷荒绝徼
差…自…	2	差堪自慰,差足自喜
不…指…	2	不可指数,不吝指教
美…空…	2	美国空军,美的空调
纳…瑞…	2	纳瑟瑞尔,纳菲瑞提
洗…不…	2	洗耳不闻,洗兵不用
蛮…之…	2	蛮荒之叶,蛮触之争
恒…之…	2	恒寂之印,恒河之沙
霞…月…	2	霞姿月韵,霞裙月帔
一…虚…	2	一时虚誉,一面虚词
人…不…	2	人谋不臧,人心不古
载…抱…	2	载一抱素,载营抱魄
功…无…	2	功其无备,功德无量
轻…快…	2	轻车快马,轻轻快快
藏…纳…	2	藏垢纳污,藏污纳垢
天…无…	2	天衣无缝,天真无邪
护…学…	2	护士学校,护理学院
火…金…	2	火眼金睛,火老金柔
山…相…	2	山川相缪,山水相连
桑…蓬…	2	桑弧蓬矢,桑户蓬枢
言…若…	2	言事若神,言行若一
析…而…	2	析骨而炊,析骸而爨
永…青…	2	永垂青史,永葆青春
断…开…	2	断点开关,断缆开舵
蛮…獠…	2	蛮声獠气,蛮歌獠语
顺…进…	2	顺利进行,顺序进程
云…高…	2	云天高谊,云贵高原
铁…木…	2	铁心木肠,铁脚木鹅
徒…空…	2	徒手空拳,徒陈空文
引…自…	2	引以自豪,引决自裁
逆…顺…	2	逆取顺守,逆来顺受
埋…怨…	2	埋三怨四,埋天怨地
连…共…	2	连枝共冢,连根共树
重…关…	2	重机关枪,重点关注
据…直…	2	据事直书,据理直争
中…物…	2	中国物流,中学物理
一…立…	2	一挥立就,一言立信
真…圣…	2	真言圣契,真银圣剑
强…致…	2	强一致性,强化致盲
重…标…	2	重复标识,重要标志
立…之…	2	立谈之间,立仗之马
酒…客…	2	酒店客房,酒阑客散
泰…人…	2	泰国人妖,泰康人寿
踢…秃…	2	踢收秃刷,踢良秃栾
北…军…	2	北京军区,北洋军阀
游…之…	2	游侠之弓,游戏之王
个…标…	2	个体标识,个性标记
情…故…	2	情感故事,情知故犯
强…法…	2	强化法杖,强效法力
较…絜…	2	较短絜长,较长絜短
东…黄…	2	东海黄公,东门黄犬
待…守…	2	待兔守株,待时守分
梦…之…	2	梦熊之喜,梦幻之星
恶…罪…	2	恶极罪大,恶稔罪盈
韶…虚…	2	韶光虚掷,韶华虚度
放…一…	2	放在一起,放手一搏
河…洛…	2	河南洛阳,河图洛书
自…解…	2	自作解人,自我解嘲
工…阶…	2	工人阶级,工薪阶层
听…由…	2	听命由天,听天由命
拉…纳…	2	拉德纳尔,拉格纳罗
贪…败…	2	贪人败类,贪墨败度
语…网…	2	语义网络,语音网关
三…气…	2	三星气球,三鼓气竭
振…提…	2	振衣提领,振领提纲
法…条…	2	法定条件,法律条文
并…不…	2	并垂不朽,并无不当
清…峻…	2	清曹峻府,清风峻节
香…宝…	2	香车宝马,香轮宝骑
招…惹…	2	招灾惹祸,招蜂惹蝶
尽…竭…	2	尽诚竭节,尽欢竭忠
机…人…	2	机助人译,机器人学
暗…伤…	2	暗影伤害,暗箭伤人
花…蝶…	2	花须蝶芒,花飞蝶舞
寡…鲜…	2	寡廉鲜耻,寡见鲜闻
千…小…	2	千瓦小时,千金小姐
季…一…	2	季布一诺,季路一言
一…鸣…	2	一命鸣呼,一牛鸣地
宝…之…	2	宝中之宝,宝珠之魔
见…就…	2	见好就收,见缝就钻
骨…节…	2	骨关节炎,骨头节儿
廓…大…	2	廓开大计,廓达大度
朽…枯…	2	朽木枯株,朽株枯木
较…论…	2	较武论文,较短论长
罗…尼…	2	罗比尼奥,罗马尼亚
玩…丧…	2	玩人丧德,玩物丧志
打…犯…	2	打击犯罪,打牙犯嘴
计…方…	2	计算方法,计绌方匮
鸡…相…	2	鸡犬相闻,鸡鹜相争
多…招…	2	多方招抚,多言招悔
風…霧…	2	風言霧語,風鬟霧鬢
克…尼…	2	克罗尼亚,克里尼格
红…长…	2	红军长征,红木长弓
天…宁…	2	天无宁日,天道宁论
由…到…	2	由易到难,由点到面
全…人…	2	全科人儿,全无人性
意…之…	2	意外之财,意气之争
数…论…	2	数学论文,数短论长
连…机…	2	连接机制,连锁机构
阿…鲁…	2	阿克鲁比,阿瓦鲁斯
垂…而…	2	垂涕而道,垂手而得
兵…者…	2	兵多者败,兵骄者灭
格…戈…	2	格兰戈瓦,格雷戈里
巴…拉…	2	巴德拉克,巴纳拉什
天…证…	2	天同证券,天行证候
慢…细…	2	慢声细语,慢条细理
丹…白…	2	丹书白马,丹鸡白犬
怜…惜…	2	怜孤惜寡,怜香惜玉
大…而…	2	大炮而红,大败而逃
老…面…	2	老着面皮,老虎面具
机…产…	2	机生产线,机电产品
法…专…	2	法学专业,法杖专精
敌…同…	2	敌国同舟,敌忾同仇
一…打…	2	一炮打响,一网打尽
宵…之…	2	宵小之徒,宵狐之腋
韬…灭…	2	韬光灭迹,韬形灭影
医…院…	2	医学院校,医院院长
尾…难…	2	尾大难掉,尾巴难藏
十…连…	2	十家连坐,十指连心
九…同…	2	九世同居,九九同心
马…亚…	2	马迪亚斯,马里亚纳
接…电…	2	接听电话,接触电阻
自…完…	2	自动完成,自我完善
清…可…	2	清晰可见,清洌可鉴
艾…克…	2	艾尔克辛,艾尼克斯
汉…之…	2	汉娜之刃,汉署之香
不…法…	2	不二法门,不良法术
拘…之…	2	拘介之士,拘儒之论
昧…瞒…	2	昧地瞒天,昧己瞒心
扶…济…	2	扶倾济弱,扶困济危
捏…捏…	2	捏手捏脚,捏脚捏手
猎…之…	2	猎影之风,猎手之矛
古…热…	2	古城热线,古道热肠
虫…蚁…	2	虫穿蚁蚀,虫虫蚁蚁
云…水…	2	云心水性,云起水涌
红…暗…	2	红丝暗系,红颜暗老
交…路…	2	交通路线,交错路径
传…不…	2	传之不朽,传诵不绝
======== 12 ========
中国……	68	中国音乐,中国威胁,中国制造,中国渔船,中国潜艇,中国考试,中国收藏,中国烹饪,中国上海,中国皇帝,中国宽带,中国车市,中国新闻,中国证券,中国基金,中国宁波,中国崛起,中国能源,中国社会,中国搜索,中国外交,中国入世,中国金融,中国站长,中国船舶,中国市场,中国邮政,中国旅游,中国法律,中国娃娃,中国学生,中国高校,中国富豪,中国加入,中国家电,中国花卉,中国对外,中国江苏,中国平安,中国汽车,中国茶叶,中国烟草,中国西部,中国台湾,中国名牌,中国领土,中国作家,中国钢铁,中国书画,中国长城,中国翻译,中国政府,中国革命,中国小姐,中国男篮,中国物流,中国护士,中国移动,中国保险,中国内地,中国科协,中国煤炭,中国福州,中国选手,中国明星,中国石油,中国浙江,中国纺织
网络……	61	网络测试,网络管理,网络新闻,网络生活,网络维护,网络经济,网络购物,网络资源,网络科技,网络布线,网络书店,网络存储,网络相册,网络广告,网络流量,网络课堂,网络实名,网络语言,网络服务,网络蠕虫,网络会议,网络开发,网络地址,网络视频,网络监控,网络建设,网络系统,网络公司,网络美女,网络硬盘,网络故障,网络互连,网络媒体,网络性爱,网络技术,网络拓扑,网络快车,网络软件,网络时代,网络推广,网络警察,网络加速,网络攻击,网络招聘,网络安全,网络拥塞,网络邻居,网络分割,网络学院,网络蚂蚁,网络色情,网络商城,网络产品,网络赚钱,网络红人,网络小说,网络迂回,网络带宽,网络游戏,网络营销,网络中心
